000158,ElectroI
000159,S1
00015A,DigitalV
00015B,ItaltelS
00015C,Cadant
00015D,Oracle
00015E,BestTech
00015F,DigitalD
000160,Elmex
000161,MetaMach
000162,CygnetTe
000163,Cisco
000164,Cisco
000165,Airswitc
000166,TcGroup
000167,HiokiEE
000168,Vitana
000169,Celestix
00016B,Lightchi
00016D,Carrierc
00016E,Conklin
00016F,Inkel
000170,EseEmbed
000171,AlliedDa
000172,Technola
000174,Cyberopt
000175,RadiantC
000176,OrientSi
000178,Margi
000179,Wireless
00017A,ChengduM
00017B,Heidelbe
00017D,Thermoqu
00017E,AdtekSys
00017F,Experien
000180,Aopen
000181,NortelNe
000182,DicaTech
000183,AniteTel
000184,SiebMeye
000185,HitachiA
000186,UweDisch
000187,I2se
000188,LxcoTech
000189,Refracti
00018A,RoiCompu
00018B,Netlinks
00018C,MegaVisi
00018D,AudesiTe
00018E,Logitec
00018F,Kenetec
000191,SyredDat
000192,TexasDig
000193,HanbyulT
000194,CapitalE
000195,SenaTech
000196,Cisco
000197,Cisco
000198,DarimVis
000199,HeiseiEl
00019A,Leunig
00019B,KyotoMic
00019C,JdsUniph
00019E,EssTechn
0001A0,Infinili
0001A2,Logical
0001A3,GenesysL
0001A4,Microlin
0001A5,Nextcomm
0001A6,Scientif
0001A7,UnexTech
0001A8,Welltech
0001A9,Bmw
0001AA,AirspanC
0001AB,MainStre
0001AC,SitaraNe
0001AD,CoachMas
0001AE,TrexEnte
0001AF,EmersonN
0001B0,FulltekT
0001B1,GeneralB
0001B2,DigitalP
0001B3,Precisio
0001B4,Wayport
0001B5,TurinNet
0001B7,Centos
0001B8,Netsensi
0001B9,SkfCondi
0001BB,Frequent
0001BC,Brains
0001BD,Peterson
0001BE,Gigalink
0001BF,Teleforc
0001C0,Compulab
0001C1,VitesseS
0001C2,ArkResea
0001C3,Acromag
0001C4,Neowave
0001C5,SimplerN
0001C6,QuarryTe
0001C7,Cisco
0001C8,ThomasCo
0001C9,Cisco
0001CA,GeocastN
0001CC,JapanTot
0001CE,CustomMi
0001CF,AlphaDat
0001D0,Vitalpoi
0001D1,ConetCom
0001D2,Inxtron
0001D3,Paxcomm
0001D4,LeisureT
0001D5,HaedongI
0001D6,Manrolan
0001D7,F5Networ
0001D8,Teltroni
0001D9,Sigma
0001DA,Wincomm
0001DB,FreecomT
0001DC,Activete
0001DD,AvailNet
0001DE,Trango
0001DF,IsdnComm
0001E0,Fast
0001E1,KinpoEle
0001E2,AndoElec
0001E3,Siemens
0001E4,Sitera
0001E5,Supernet
0001E8,Force10N
0001E9,LittonMa
0001EA,Cirilium
0001EC,Ericsson
0001ED,Seta
0001EE,ComtrolE
0001EF,CamtelTe
0001F0,Tridium
0001F1,Innovati
0001F2,MarkOfUn
0001F3,Qps
0001F4,Enterasy
0001F5,ErimSA
0001F6,Associat
0001F7,ImageDis
0001F8,Adherent
0001F9,Teraglob
0001FB,DotopTec
0001FC,Keyence
0001FD,DigitalV
0001FE,DigitalE
0001FF,DataDire
000200,NetSys
000201,IfmElect
000202,AminoCom
000203,Woonsang
000205,HitachiD
000206,TelitalR
000207,Visiongl
000208,UnifyNet
000209,Shenzhen
00020A,Gefran
00020B,NativeNe
00020D,Micronpc
00020E,EciTelec
000211,NatureWo
000212,Sierraco
000213,SDEL
000215,CotasCom
000216,Cisco
000217,Cisco
000218,Advanced
000219,ParalonT
00021A,ZumaNetw
00021B,Kollmorg
00021C,NetworkE
00021D,DataGene
00021E,SimtelSR
00021F,Aculab
000220,CanonFin
000221,DspAppli
000222,Chromisy
000225,OneStop
000226,Xesystem
000227,EsdElect
000228,Necsom
000229,Adtec
00022A,AsoundEl
00022B,Saxa
00022C,AbbBomem
00022D,Agere
000230,Intersof
000232,Avision
000233,MantraCo
000234,Imperial
000235,ParagonN
000236,Init
000237,CosmoRes
000238,SeromeTe
00023A,ZskStick
00023C,Creative
00023D,Cisco
00023E,SeltaTel
00023F,CompalEl
000240,Seedek
000241,AmerCom
000242,Videofra
000243,Raysis
000244,SurecomT
000245,Lampus
000247,GreatDra
000248,Pilz
000249,AvivInfo
00024A,Cisco
00024B,Cisco
00024C,Sibyte
00024D,Mannesma
00024E,Datacard
00024F,IpmDatac
000250,GeyserNe
000251,SomaNetw
000252,Carrier
000253,Televide
000254,Worldgat
000255,Ibm
000256,AlphaPro
000257,Microcom
000258,FlyingPa
000259,TsannKue
00025A,CatenaNe
00025B,Cambridg
00025C,SciKunsh
00025D,CalixNet
00025E,HighTech
00025F,NortelNe
000260,Accordio
000261,Tilgin
000262,SoyoGrou
000263,UpsManuf
000264,Audioram
000265,Virditec
000266,Thermalo
000267,NodeRunn
000268,HarrisGo
000269,Nadatel
00026A,CocessTe
00026B,BcmCompu
00026C,PhilipsC
00026D,AdeptTel
00026E,NegenAcc
00026F,SenaoInt
000270,Crewave
000271,ZhoneTec
000273,Coriolis
000274,TommyTec
000275,SmartTec
000276,PrimaxEl
000277,CashSyst
000278,SamsungE
000279,ControlA
00027A,IoiTechn
00027B,AmplifyN
00027C,Trilithi
00027D,Cisco
00027E,Cisco
000280,MuNet
000281,Madge
000282,Viaclix
000283,Spectrum
000285,Riversto
000286,OccamNet
000288,GlobalVi
000289,DneTechn
00028A,AmbitMic
00028B,VdslOy
00028D,MovitaTe
00028E,Rapid5Ne
00028F,Globetek
000290,Woorigis
000291,OpenNetw
000292,LogicInn
000293,SolidDat
000294,TokyoSok
000295,IpAccess
000296,Lectron
000298,Broadfra
000299,Apex
00029A,StorageA
00029B,KreatelC
00029D,Merix
00029E,Informat
0002A0,Flatstac
0002A1,WorldWid
0002A2,Hilscher
0002A3,AbbSwitz
0002A4,AddpacTe
0002A6,Effinet
0002A7,VivaceNe
0002A8,AirLinkT
0002A9,RacomSRO
0002AA,Plcom
0002AB,CtcUnion
0002AC,3parData
0002AD,Hoya
0002AE,ScannexE
0002AF,Telecruz
0002B0,HokubuCo
0002B1,Anritsu
0002B2,Cablevis
0002B3,Intel
0002B5,Avnet
0002B6,Acrosser
0002B7,Watanabe
0002B8,WhiKonsu
0002B9,Cisco
0002BA,Cisco
0002BB,Continuo
0002BC,Lvl7
0002BD,Bionet
0002BE,TotsuEng
0002BF,Dotrocke
0002C0,BencentT
0002C1,Innovati
0002C2,NetVisio
0002C3,Arelnet
0002C4,VectorIn
0002C5,EvertzMi
0002C6,DataTrac
0002C7,AlpsElec
0002C8,Technoco
0002C9,Mellanox
0002CA,Endpoint
0002CB,Tristate
0002CC,MCCI
0002CD,Teledrea
0002CE,Foxjet
0002CF,ZygateCo
0002D0,Comdial
0002D1,Vivotek
0002D2,Workstat
0002D3,Netbotz
0002D4,PdaPerip
0002D6,Nice
0002D7,Empeg
0002D8,BrecisCo
0002D9,Reliable
0002DA,ExioComm
0002DC,FujitsuG
0002DD,BromaxCo
0002DE,Astrodes
0002DF,NetCom
0002E0,Etas
0002E1,Integrat
0002E2,NdcInfar
0002E4,JcHyun
0002E5,Timeware
0002E6,GouldIns
0002E7,Cab
0002E9,CsSystem
0002EA,FocusEnh
0002EB,PicoComm
0002EC,Maschoff
0002ED,DxoTelec
0002EE,NokiaDan
0002EF,CccNetwo
0002F0,AmeOptim
0002F1,Pinetron
0002F2,Edevice
0002F3,MediaSer
0002F4,Pctel
0002F5,ViveSyne
0002F6,EquipeCo
0002F8,SeakrEng
0002F9,MimosSem
0002FA,DxAntenn
0002FB,Baumulle
0002FC,Cisco
0002FD,Cisco
0002FE,Viditec
0002FF,HandanBr
000300,Barracud
000301,AvantasN
000302,CharlesI
000303,JamaElec
000304,PacificB
000305,MscVertr
000306,FusionIn
000307,SecureWo
000308,AmCommun
000309,TexcelTe
00030A,ArgusTec
00030B,HunterTe
00030C,Telesoft
00030D,UniwillC
00030E,CoreComm
00030F,DigitalC
000311,MicroTec
000313,AccessMe
000314,Teleware
000315,Cidco
000316,NobellCo
000317,Merlin
000318,Cyras
000319,Infineon
00031A,BeijingB
00031B,Cellvisi
00031C,SvenskaH
00031D,TaiwanCo
00031E,Optranet
00031F,Condev
000320,Xpeed
000321,RecoRese
000322,Idis
000323,CornetTe
000324,SanyoCon
000325,ArimaCom
000326,IwasakiI
000327,ActL
000328,MaceGrou
000329,F3
00032A,UnidataC
00032B,GaiDaten
00032C,AbbSwitz
00032D,IbaseTec
00032E,ScopeInf
00032F,GlobalSu
000330,Imagenic
000331,Cisco
000332,Cisco
000333,Digitel
000334,NewportE
000335,MiraeTec
000336,ZetesTec
000337,Vaone
000338,OakTechn
000339,Eurologi
00033A,SiliconW
00033B,TamiTech
00033C,Daiden
00033D,IlshinLa
00033E,Tateyama
00033F,BigbandN
000340,FlowareW
000341,AxonDigi
000342,NortelNe
000343,MartinPr
000344,Tietech
000345,RoutrekN
000346,HitachiK
000347,Intel
000348,NorscanI
000349,Vidicode
00034A,Rias
00034B,NortelNe
00034C,Shanghai
00034D,ChiaroNe
00034E,PosData
000350,Bticino
000351,Diebold
000352,Colubris
000353,Mitac
000354,FiberLog
000355,Terabeam
000356,WincorNi
000357,Intervoi
000358,HanyangD
000359,Digitals
00035A,Photron
00035B,Bridgewa
00035C,SaintSon
00035D,BosungHi
00035E,Metropol
00035F,Prueftec
000360,PacInter
000361,Widcomm
000362,VodtelCo
000363,Miraesys
000364,ScenixSe
000365,KiraInfo
000366,AsmPacif
000367,JasmineN
000368,Embedone
000369,NipponAn
00036A,Mainnet
00036B,Cisco
00036C,Cisco
00036D,Runtop
00036E,NiconPty
00036F,Telsey
000370,Nxtv
000371,AcomzNet
000373,AselsanA
000374,ControlM
000375,Netmedia
000376,Graphtec
000377,GigabitW
000378,Humax
000379,Proscend
00037A,TaiyoYud
00037B,IdecIzum
00037C,CoaxMedi
00037E,PortechC
00037F,AtherosC
000380,SshCommu
000381,Ingenico
000383,MeteraNe
000385,ActelisN
000386,HoNet
000387,BlazeNet
000388,Fastfame
000389,Plantron
00038A,AmericaO
00038C,TotalImp
00038D,PcsReven
00038E,Atoga
00038F,Weinsche
000390,DigitalV
000391,Advanced
000392,HyundaiT
000393,AppleCom
000394,ConnectO
000395,Californ
000396,EzCast
000397,Watchfro
000399,DongjuIn
00039A,Siconnec
00039B,NetchipT
00039C,Optimigh
00039D,Qisda
00039E,TeraSyst
00039F,Cisco
0003A0,Cisco
0003A1,HiperInf
0003A2,Catapult
0003A3,Mavix
0003A4,Imation
0003A5,Medea
0003A6,TraxitTe
0003A7,UnixtarT
0003A8,IdotComp
0003A9,AxcentMe
0003AB,BridgeIn
0003AC,FroniusS
0003AD,EmersonE
0003AE,AlliedAd
0003AF,ParageaC
0003B0,XsenseTe
0003B1,Hospira
0003B3,IaLink
0003B4,Macrotek
0003B5,EntraTec
0003B6,Qsi
0003B7,Zaccess
0003B8,NetkitSo
0003B9,HualongT
0003BA,Oracle
0003BB,SignalCo
0003BC,Cot
0003BD,Omniclus
0003BF,Centerpo
0003C0,Rftnc
0003C1,PacketDy
0003C2,Solphone
0003C3,Micronik
0003C4,TomraAsa
0003C5,Mobotix
0003C6,Icue
0003C7,HopfElek
0003C8,CmlEmerg
0003C9,Tecom
0003CA,Mts
0003CB,NipponDe
0003CC,Momentum
0003CD,Cloverte
0003CE,EtenTech
0003CF,Muxcom
0003D0,Koankeis
0003D1,Takaya
0003D2,Crossbea
0003D3,Internet
0003D4,Alloptic
0003D5,Advanced
0003D6,Radvisio
0003D7,NextnetW
0003D8,ImpathNe
0003D9,Secheron
0003DA,Takamisa
0003DB,ApogeeEl
0003DC,LexarMed
0003DD,Comark
0003DE,OtcWirel
0003DF,Desana
0003E0,Motorola
0003E1,WinmateC
0003E2,Comspace
0003E3,Cisco
0003E4,Cisco
0003E5,Hermsted
0003E6,Entone
0003E7,Logostek
0003E8,Waveleng
0003E9,AkaraCan
0003EA,MegaSyst
0003EC,IcgResea
0003ED,Shinkawa
0003EE,Mknet
0003EF,Oneline
0003F0,RedfernB
0003F1,CicadaSe
0003F2,SenecaNe
0003F3,DazzleMu
0003F4,Netburne
0003F5,Chip2chi
0003F6,AllegroN
0003F8,Sancastl
0003F9,Pleiades
0003FA,TimetraN
0003FB,Enegate
0003FC,Intertex
0003FD,Cisco
0003FE,Cisco
0003FF,Microsof
000400,LexmarkI
000401,OsakiEle
000402,NexsanTe
000403,Nexsi
000404,MakinoMi
000405,AcnTechn
000406,FaMetabo
000407,TopconPo
000408,SankoEle
000409,CratosNe
00040A,Sage
00040B,3comEuro
00040C,KannoWor
00040D,Avaya
00040E,Avm
00040F,AsusNetw
000410,Spinnake
000411,InkraNet
000412,Wavesmit
000413,SnomTech
000414,UmezawaM
000415,Rasteme
000416,ParksCom
000417,Elau
000418,Teltroni
000419,Fibercyc
00041A,InesTest
00041B,Bridgewo
00041C,Ipdialog
00041D,CoregaOf
00041E,ShikokuI
00041F,SonyComp
000420,SlimDevi
000421,OcularNe
000422,GordonKa
000423,Intel
000424,TmcSRL
000425,Atmel
000427,Cisco
000428,Cisco
000429,Pixord
00042A,Wireless
00042B,ItAccess
00042C,Minet
00042D,Sarian
00042E,NetousTe
00042F,Internat
000431,Globalst
000432,VoyetraT
000433,Cyberboa
000434,Accelent
000435,ComptekI
000436,ElansatT
000437,PowinInf
000438,NortelNe
000439,RoscoEnt
00043A,Intellig
00043B,LavaComp
00043C,Sonos
00043D,Indel
00043E,Telencom
00043F,EsteemWi
000440,Cyberpix
000441,HalfDome
000443,AgilentT
000444,WesternM
000445,LmsSkala
000446,Cyzentec
000447,Acrowave
000448,Polaroid
000449,Mapletre
00044A,IpolicyN
00044D,Cisco
00044E,Cisco
00044F,Leukhard
000450,DmdCompu
000451,Medrad
000452,Rocketlo
000453,Yottayot
000454,Quadriga
000455,AntaraNe
000456,CambiumN
000457,Universa
000458,FusionX
000459,Veristar
00045A,LinksysG
00045B,TechsanE
00045C,Mobiwave
00045D,BekaElek
00045E,Polytrax
00045F,EvalueTe
000460,KnilinkT
000461,EpoxComp
000462,DakosDat
000463,BoschSec
000464,Fantasma
000466,Armitel
000467,WuhanRes
000468,Vivity
000469,Innocom
00046A,NaviniNe
00046B,PalmWire
00046C,CyberTec
00046D,Cisco
00046E,Cisco
00046F,DigitelI
000470,Ipunplug
000472,Telelynx
000473,Photonex
000475,3Com
000476,3Com
000477,Scalant
000478,GStarTec
000479,Radius
00047A,Axxessit
00047B,Schlumbe
00047C,Skidata
00047E,SiquraBV
00047F,ChrMayr
000480,BrocadeC
000481,Econolit
000482,Medialog
000483,DeltronT
000484,Amann
000485,Picoligh
000486,IttcUniv
000487,CogencyS
000488,Eurother
000489,YafoNetw
00048A,TemiaVer
00048B,Poscon
00048C,NaynaNet
00048D,ToneComm
00048E,OhmTechL
00048F,Td
000490,OpticalA
000491,Technovi
000492,HiveInte
000493,Tsinghua
000494,Breezeco
000495,TejasNet
000496,ExtremeN
000497,Macrosys
000498,MahiNetw
000499,Chino
00049A,Cisco
00049B,Cisco
00049C,Surgient
00049D,IpanemaT
00049E,Wirelink
00049F,Freescal
0004A0,VerityIn
0004A1,PathwayC
0004A2,LSIJapan
0004A3,Microchi
0004A4,Netenabl
0004A5,BarcoPro
0004A6,SafTehni
0004A7,Fabiatec
0004A8,Broadmax
0004A9,Sandstre
0004AA,Jetstrea
0004AB,Comverse
0004AC,Ibm
0004AD,MalibuNe
0004AE,Sullair
0004AF,DigitalF
0004B0,Elesign
0004B1,SignalTe
0004B2,EssegiSr
0004B3,Videotek
0004B5,Equitrac
0004B6,StratexN
0004B7,AmbIT
0004B8,Kumahira
0004B9,SISoubou
0004BA,KddMedia
0004BB,Bardac
0004BC,Giantec
0004BD,Motorola
0004BE,Optxcon
0004BF,Versalog
0004C0,Cisco
0004C1,Cisco
0004C2,Magnipix
0004C3,CastorIn
0004C4,AllenHea
0004C5,AseTechn
0004C6,YamahaMo
0004C8,LibaMasc
0004C9,MicroEle
0004CA,Freems
0004CB,TdsoftCo
0004CC,PeekTraf
0004CD,Informed
0004CE,PatriaAi
0004CF,SeagateT
0004D0,Softlink
0004D1,DrewTech
0004D2,AdconTel
0004D3,Toyokeik
0004D4,ProviewE
0004D5,HitachiI
0004D6,TakagiIn
0004D7,OmitecIn
0004D8,Ipwirele
0004D9,TitanEle
0004DA,RelaxTec
0004DB,TellusGr
0004DC,NortelNe
0004DD,Cisco
0004DE,Cisco
0004DF,TeracomT
0004E0,ProcketN
0004E1,Infinior
0004E2,SmcNetwo
0004E3,AcctonTe
0004E4,Daeryung
0004E5,Glonet
0004E6,BanyanNe
0004E7,Lightpoi
0004E8,Ier
0004E9,Infinisw
0004EB,PaxonetC
0004EC,MemoboxS
0004ED,BillionE
0004EE,LincolnE
0004EF,Polestar
0004F0,Internat
0004F4,Infinite
0004F5,Snowshor
0004F7,OmegaBan
0004F8,Qualicab
0004F9,XteraCom
0004FA,NbsTechn
0004FB,Commtech
0004FC,StratusC
0004FD,JapanCon
0004FE,PelagoNe
0004FF,Acronet
000500,Cisco
000501,Cisco
000502,AppleCom
000504,NarayInf
000505,Integrat
000506,ReddoNet
000507,FineAppl
000508,Inetcam
000509,AvocNish
00050A,Ics
00050B,Sicom
00050C,NetworkP
00050D,Midstrea
00050E,3ware
000510,Infinite
000511,Compleme
000512,Meshnetw
000513,VtlinxMu
000514,Kdt
000515,Nuark
000516,SmartMod
000517,Shellcom
000518,Jupiters
000519,SiemensB
00051A,3comEuro
00051B,MagicCon
00051C,XnetTech
00051D,Airocon
00051E,BrocadeC
00051F,TaijinMe
000520,Smartron
000521,ControlM
000523,AvlList
000524,BtlSyste
000525,PuretekI
000526,Ipas
000527,SjTek
000528,NewFocus
000529,Shanghai
00052A,IkegamiT
00052B,Horiba
00052C,SupremeM
00052D,ZoltrixI
00052E,CintaNet
00052F,LevitonN
000530,Andiamo
000531,Cisco
000532,Cisco
000533,BrocadeC
000534,Northsta
000535,ChipPc
000536,DanamCom
000537,NetsTech
000538,Merilus
000539,ABrandNe
00053A,Willowgl
00053B,HarbourN
00053D,Agere
00053E,KidSyste
00053F,Visionte
000540,Fast
000541,Advanced
000542,Otari
000543,IqWirele
000544,ValleyTe
000545,Internet
000546,KddiNetw
000547,StarentN
000548,Disco
000549,SaliraOp
00054A,ArioData
00054B,EatonAut
00054C,RfInnova
00054D,BransTec
000550,VcommsCo
000551,FSElektr
000552,XycotecC
000553,Dvc
000554,Rangesta
000555,JapanCas
000556,360
000557,AgileTv
000558,Synchron
000559,Intracom
00055A,PowerDsi
00055B,CharlesI
00055C,Kowa
00055E,Cisco
00055F,Cisco
000560,LeaderCo
000561,NacImage
000562,DigitalV
000564,Tsinghua
000565,TailynCo
000566,SecuiCom
000567,Etymonic
000568,Piltofis
000569,Vmware
00056A,HeuftSys
00056B,CPTechno
00056C,HungChan
00056D,Pacific
00056E,National
00056F,Innomedi
000570,Baydel
000571,SeiwaEle
000572,Deonet
000573,Cisco
000574,Cisco
000576,NsmTechn
000577,SmInform
000579,Universa
00057A,Overture
00057B,ChungNam
00057C,RcoSecur
00057D,SunCommu
00057E,Eckelman
00057F,AcqisTec
000580,Fibrolan
000582,Clearcub
000583,Imagecom
000584,Absolute
000585,JuniperN
000586,LucentTe
000587,Locus
000588,Sensoria
000589,National
00058A,Netcom
00058B,Ipmental
00058C,Opentech
00058D,LynxPhot
00058E,Flextron
00058F,Clcsoft
000590,Swissvoi
000591,ActiveSi
000592,Pultek
000593,GrammarE
000594,IxxatAut
000595,Alesis
000596,Genotech
000597,EagleTra
000598,CronosSR
000599,DrsTestA
00059A,Cisco
00059B,Cisco
00059C,Kleinkne
00059D,DanielCo
00059E,Zinwell
00059F,YottaNet
0005A0,Mobiline
0005A2,CeloxNet
0005A3,Qei
0005A4,LucidVoi
0005A6,ExtronEl
0005A7,Hyperchi
0005A8,WyleElec
0005A9,Princeto
0005AA,MooreInd
0005AB,CyberFon
0005AC,Northern
0005AD,TopspinC
0005AE,Mediapor
0005AF,Innoscan
0005B0,KoreaCom
0005B1,AsbTechn
0005B2,Medison
0005B4,Aceex
0005B5,Broadcom
0005B6,InsysMic
0005B7,ArborTec
0005B8,Electron
0005B9,Airvana
0005BA,AreaNetw
0005BB,Myspace
0005BC,Resorsys
0005BD,RoaxBv
0005BE,Kongsber
0005BF,JustezyT
0005C0,DigitalN
0005C2,Soronti
0005C3,PacificI
0005C4,Telect
0005C5,FlagaHf
0005C6,TrizComm
0005C9,LgInnote
0005CA,HitronTe
0005CB,RoisTech
0005CC,SumtelCo
0005CD,Denon
0005CE,ProlinkM
0005CF,ThunderR
0005D0,Solinet
0005D1,Metavect
0005D2,DapTechn
0005D3,Eproduct
0005D4,Futuresm
0005D5,Speedcom
0005D6,TitanWir
0005D7,VistaIma
0005D8,Arescom
0005D9,TechnoVa
0005DA,ApexAuto
0005DB,PsiNente
0005DC,Cisco
0005DD,Cisco
0005DE,GiFoneKo
0005DF,Electron
0005E0,Empirix
0005E1,TrellisP
0005E2,CreativN
0005E3,Lightsan
0005E4,RedLionC
0005E5,Renishaw
0005E6,Egenera
0005E7,NetrakeA
0005E8,Turbowav
0005E9,UnicessN
0005EB,BlueRidg
0005EC,Mosaic
0005ED,Techniku
0005EE,BewatorG
0005EF,AdoirDig
0005F1,Vrcom
0005F2,PowerR
0005F4,SystemBa
0005F5,OyoGeosp
0005F6,YoungCha
0005F7,AnalogDe
0005F8,RealTime
0005F9,Toa
0005FA,Ipoptica
0005FB,Sharegat
0005FC,SchenckP
0005FD,Packetli
0005FE,Traficon
0005FF,SnsSolut
000600,ToshibaT
000601,Otanikei
000602,Cirkitec
000603,BakerHug
000605,InncomIn
000606,Rapidwan
000607,OmniDire
000609,Crosspor
00060A,Blue2spa
00060B,EmersonN
00060C,MelcoInd
00060D,Wave7Opt
00060E,Igys
00060F,NaradNet
000610,AbeonaNe
000611,ZeusWire
000612,Accusys
000613,Kawasaki
000614,PrismHol
000615,KimotoEl
000616,TelNet
000617,Redswitc
000618,Digipowe
000619,Connecti
00061A,Zetari
00061B,Notebook
00061C,HoshinoM
00061D,MipTelec
00061E,Maxan
00061F,VisionCo
000620,SerialSy
000621,Hinox
000622,ChungFuC
000623,MgeUpsFr
000624,GentnerC
000625,LinksysG
000626,Mwe
000627,UniwideT
000628,Cisco
000629,Ibm
